id,club_id,name,date,time,description,expected_attendance
250,30,Social with Phi,2024-02-01,18:30,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,11
251,30,Study Session with Phi,2024-03-03,14:30,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,17
252,30,Meet & Greet with Phi,2024-09-22,13:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,8
253,30,Workshop with Phi,2024-11-30,17:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,10
254,30,Guest Lecture with Phi,2024-12-03,14:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,26
255,30,Game Night with Phi,2025-03-01,13:30,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,27
256,30,Game Night with Phi,2025-03-19,14:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,23
257,30,Study Session with Phi,2025-05-01,15:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,20
258,30,Hackathon with Phi,2025-08-21,18:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,18
259,30,Speaker Night with Phi,2025-10-22,16:30,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,12
260,30,Game Night with Phi,2025-10-24,16:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,26
261,30,Workshop with Phi,2025-12-01,13:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,9
262,30,Fundraiser with Phi,2026-02-01,18:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,15
263,30,Social with Phi,2026-06-13,15:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,27
264,31,Community Outreach with Physics,2022-06-26,10:00,A great opportunity for students to engage with Physics and Astronomy Club.,32
265,31,Hackathon with Physics,2024-02-19,11:00,A great opportunity for students to engage with Physics and Astronomy Club.,29
266,31,Game Night with Physics,2024-03-23,10:30,A great opportunity for students to engage with Physics and Astronomy Club.,27
267,31,Meet & Greet with Physics,2024-06-18,10:30,A great opportunity for students to engage with Physics and Astronomy Club.,20
268,31,Guest Lecture with Physics,2024-08-31,11:00,A great opportunity for students to engage with Physics and Astronomy Club.,26
269,31,Speaker Night with Physics,2024-11-13,11:30,A great opportunity for students to engage with Physics and Astronomy Club.,24
270,31,Meet & Greet with Physics,2024-11-23,13:00,A great opportunity for students to engage with Physics and Astronomy Club.,23
271,31,Game Night with Physics,2025-01-27,14:30,A great opportunity for students to engage with Physics and Astronomy Club.,19
272,31,Social with Physics,2025-03-04,16:30,A great opportunity for students to engage with Physics and Astronomy Club.,8
273,31,Fundraiser with Physics,2025-10-26,10:30,A great opportunity for students to engage with Physics and Astronomy Club.,16
274,31,Social with Physics,2026-01-23,15:30,A great opportunity for students to engage with Physics and Astronomy Club.,24
275,31,Community Outreach with Physics,2026-06-03,11:30,A great opportunity for students to engage with Physics and Astronomy Club.,25
276,32,Community Outreach with Psi,2023-01-07,15:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,15
277,32,Meet & Greet with Psi,2023-06-14,13:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,24
278,32,Speaker Night with Psi,2024-02-03,15:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,16
279,32,Hackathon with Psi,2024-04-13,10:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,27
280,32,Community Outreach with Psi,2024-06-13,16:00,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,36
281,32,Fundraiser with Psi,2024-09-25,11:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,9
282,32,Speaker Night with Psi,2024-11-13,17:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,20
283,32,Social with Psi,2025-03-14,12:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,11
284,32,Fundraiser with Psi,2025-04-17,18:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,13
285,32,Speaker Night with Psi,2025-05-07,14:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,25
286,32,Guest Lecture with Psi,2025-06-12,15:00,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,23
287,32,Workshop with Psi,2025-10-17,16:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,8
288,32,Social with Psi,2025-12-03,13:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,14
289,32,Social with Psi,2026-01-24,11:00,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,17
290,32,Study Session with Psi,2026-03-07,10:00,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,5
291,32,Study Session with Psi,2026-03-16,12:30,A great opportunity for students to engage with Psi Beta Psychology Honors Chapter.,18
292,33,Meet & Greet with Respiratory,2023-01-15,12:30,A great opportunity for students to engage with Respiratory Therapy Club.,23
293,33,Workshop with Respiratory,2023-12-07,11:00,A great opportunity for students to engage with Respiratory Therapy Club.,21
294,33,Meet & Greet with Respiratory,2024-01-20,13:00,A great opportunity for students to engage with Respiratory Therapy Club.,27
295,33,Speaker Night with Respiratory,2024-03-04,16:30,A great opportunity for students to engage with Respiratory Therapy Club.,13
296,33,Game Night with Respiratory,2024-12-02,11:30,A great opportunity for students to engage with Respiratory Therapy Club.,15
297,33,Workshop with Respiratory,2025-05-11,12:00,A great opportunity for students to engage with Respiratory Therapy Club.,16
298,33,Social with Respiratory,2025-07-07,13:30,A great opportunity for students to engage with Respiratory Therapy Club.,21
299,33,Study Session with Respiratory,2025-09-12,15:30,A great opportunity for students to engage with Respiratory Therapy Club.,8
300,33,Community Outreach with Respiratory,2026-02-24,17:30,A great opportunity for students to engage with Respiratory Therapy Club.,13
301,34,Speaker Night with Software,2022-03-18,14:00,A great opportunity for students to engage with Software Development Guild.,23
302,34,Community Outreach with Software,2023-04-29,18:30,A great opportunity for students to engage with Software Development Guild.,14
303,34,Workshop with Software,2023-09-15,15:30,A great opportunity for students to engage with Software Development Guild.,6
304,34,Meet & Greet with Software,2024-03-23,14:00,A great opportunity for students to engage with Software Development Guild.,17
305,34,Study Session with Software,2024-04-02,15:00,A great opportunity for students to engage with Software Development Guild.,10
306,34,Workshop with Software,2024-05-07,12:30,A great opportunity for students to engage with Software Development Guild.,9
307,34,Fundraiser with Software,2024-08-28,10:00,A great opportunity for students to engage with Software Development Guild.,8
308,34,Game Night with Software,2024-09-24,16:00,A great opportunity for students to engage with Software Development Guild.,8
309,34,Speaker Night with Software,2024-10-31,15:00,A great opportunity for students to engage with Software Development Guild.,10
310,34,Workshop with Software,2024-11-15,18:30,A great opportunity for students to engage with Software Development Guild.,16
311,34,Meet & Greet with Software,2025-03-12,18:30,A great opportunity for students to engage with Software Development Guild.,19
312,34,Social with Software,2025-06-17,16:00,A great opportunity for students to engage with Software Development Guild.,15
313,34,Hackathon with Software,2025-07-15,18:30,A great opportunity for students to engage with Software Development Guild.,32
314,34,Workshop with Software,2025-08-21,17:30,A great opportunity for students to engage with Software Development Guild.,30
315,34,Workshop with Software,2025-10-06,15:30,A great opportunity for students to engage with Software Development Guild.,14
316,34,Study Session with Software,2025-10-11,14:00,A great opportunity for students to engage with Software Development Guild.,13
317,34,Speaker Night with Software,2025-10-30,13:00,A great opportunity for students to engage with Software Development Guild.,8
318,34,Workshop with Software,2025-11-07,18:30,A great opportunity for students to engage with Software Development Guild.,30
319,34,Community Outreach with Software,2026-01-07,15:00,A great opportunity for students to engage with Software Development Guild.,24
320,34,Speaker Night with Software,2026-02-02,17:30,A great opportunity for students to engage with Software Development Guild.,18
321,34,Game Night with Software,2026-02-10,11:30,A great opportunity for students to engage with Software Development Guild.,16
322,34,Speaker Night with Software,2026-06-09,11:30,A great opportunity for students to engage with Software Development Guild.,16
323,35,Speaker Night with Stark,2022-12-04,10:00,A great opportunity for students to engage with Stark Communication Society.,28
324,35,Study Session with Stark,2022-12-21,15:30,A great opportunity for students to engage with Stark Communication Society.,22
325,35,Hackathon with Stark,2023-06-14,12:00,A great opportunity for students to engage with Stark Communication Society.,28
326,35,Meet & Greet with Stark,2024-04-27,18:30,A great opportunity for students to engage with Stark Communication Society.,5
327,35,Social with Stark,2024-11-15,11:30,A great opportunity for students to engage with Stark Communication Society.,12
328,35,Guest Lecture with Stark,2025-12-05,17:00,A great opportunity for students to engage with Stark Communication Society.,24
329,35,Game Night with Stark,2026-01-09,10:30,A great opportunity for students to engage with Stark Communication Society.,8
330,35,Workshop with Stark,2026-02-14,11:00,A great opportunity for students to engage with Stark Communication Society.,25
331,36,Speaker Night with Stark,2023-11-27,15:00,A great opportunity for students to engage with Stark Raving Writers.,21
332,36,Guest Lecture with Stark,2025-06-09,12:30,A great opportunity for students to engage with Stark Raving Writers.,17
333,36,Guest Lecture with Stark,2025-08-23,10:00,A great opportunity for students to engage with Stark Raving Writers.,10
334,36,Speaker Night with Stark,2026-06-25,18:00,A great opportunity for students to engage with Stark Raving Writers.,37
335,37,Game Night with Stark,2023-06-12,16:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,24
336,37,Guest Lecture with Stark,2024-05-02,12:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,10
337,37,Workshop with Stark,2024-07-03,12:00,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,24
338,37,Hackathon with Stark,2024-11-07,14:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,15
339,37,Meet & Greet with Stark,2025-03-02,13:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,17
340,37,Meet & Greet with Stark,2025-04-01,13:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,22
341,37,Workshop with Stark,2025-06-06,10:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,31
342,37,Speaker Night with Stark,2025-07-25,10:00,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,32
343,37,Game Night with Stark,2025-10-01,12:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,11
344,37,Workshop with Stark,2025-11-11,12:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,12
345,37,Speaker Night with Stark,2025-12-11,16:00,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,17
346,37,Game Night with Stark,2026-02-14,18:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,21
347,37,Social with Stark,2026-03-03,17:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,8
348,37,Meet & Greet with Stark,2026-04-19,16:30,A great opportunity for students to engage with Stark State College Association of Medical Assistants.,12
349,38,Social with Stark,2022-03-16,18:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,9
350,38,Workshop with Stark,2022-07-20,12:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,32
351,38,Meet & Greet with Stark,2023-01-08,10:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,25
352,38,Fundraiser with Stark,2023-07-09,11:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,26
353,38,Social with Stark,2023-09-02,12:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,21
354,38,Hackathon with Stark,2023-10-10,15:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,29
355,38,Meet & Greet with Stark,2023-11-11,18:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,14
356,38,Community Outreach with Stark,2024-03-13,13:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,6
357,38,Guest Lecture with Stark,2024-05-16,10:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,13
358,38,Study Session with Stark,2024-07-09,18:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,21
359,38,Study Session with Stark,2024-09-17,12:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,30
360,38,Study Session with Stark,2024-12-01,15:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,18
361,38,Study Session with Stark,2025-03-14,18:30,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,20
362,38,Fundraiser with Stark,2025-06-06,11:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,35
363,38,Game Night with Stark,2025-11-29,13:00,A great opportunity for students to engage with Stark Voices – Student Publication/Newspaper.,14
364,39,Game Night with Student,2023-06-28,16:30,A great opportunity for students to engage with Student Ambassador Program.,23
365,39,Study Session with Student,2023-12-18,11:00,A great opportunity for students to engage with Student Ambassador Program.,19
366,39,Workshop with Student,2024-03-29,11:30,A great opportunity for students to engage with Student Ambassador Program.,24
367,39,Community Outreach with Student,2024-05-01,10:30,A great opportunity for students to engage with Student Ambassador Program.,21
368,39,Game Night with Student,2024-08-24,16:00,A great opportunity for students to engage with Student Ambassador Program.,20
369,39,Guest Lecture with Student,2024-12-25,12:30,A great opportunity for students to engage with Student Ambassador Program.,19
370,39,Study Session with Student,2025-01-22,15:00,A great opportunity for students to engage with Student Ambassador Program.,21
371,39,Workshop with Student,2025-02-12,18:30,A great opportunity for students to engage with Student Ambassador Program.,30
372,39,Hackathon with Student,2025-03-16,15:30,A great opportunity for students to engage with Student Ambassador Program.,6
373,39,Game Night with Student,2025-04-11,11:00,A great opportunity for students to engage with Student Ambassador Program.,18
374,39,Speaker Night with Student,2025-06-06,18:00,A great opportunity for students to engage with Student Ambassador Program.,22
375,39,Hackathon with Student,2025-07-28,14:30,A great opportunity for students to engage with Student Ambassador Program.,37
376,39,Meet & Greet with Student,2025-09-10,14:00,A great opportunity for students to engage with Student Ambassador Program.,28
377,39,Study Session with Student,2025-10-15,10:30,A great opportunity for students to engage with Student Ambassador Program.,6
378,39,Guest Lecture with Student,2025-12-14,14:30,A great opportunity for students to engage with Student Ambassador Program.,28
379,39,Meet & Greet with Student,2026-04-13,11:00,A great opportunity for students to engage with Student Ambassador Program.,6
380,39,Fundraiser with Student,2026-06-05,11:00,A great opportunity for students to engage with Student Ambassador Program.,19
381,40,Community Outreach with Student,2023-05-18,10:00,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,24
382,40,Meet & Greet with Student,2023-08-12,10:30,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,7
383,40,Hackathon with Student,2024-01-28,13:30,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,16
384,40,Social with Student,2024-05-19,18:00,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,17
385,40,Guest Lecture with Student,2024-08-30,11:00,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,26
386,40,Workshop with Student,2024-09-09,14:00,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,19
387,40,Social with Student,2025-01-09,18:00,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,6
388,40,Workshop with Student,2025-05-02,18:30,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,19
389,40,Fundraiser with Student,2025-07-25,18:30,A great opportunity for students to engage with Student American Dental Hygienist Association (SADHA).,30
390,41,Guest Lecture with Student,2022-07-17,16:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,11
391,41,Community Outreach with Student,2023-02-03,13:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,17
392,41,Community Outreach with Student,2023-03-10,14:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,22
393,41,Study Session with Student,2023-07-31,17:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,28
394,41,Speaker Night with Student,2023-08-16,16:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,19
395,41,Guest Lecture with Student,2023-08-28,17:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,14
396,41,Fundraiser with Student,2023-09-18,12:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,6
397,41,Speaker Night with Student,2023-10-11,12:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,5
398,41,Game Night with Student,2023-10-16,12:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,15
399,41,Study Session with Student,2024-01-04,17:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,24
400,41,Guest Lecture with Student,2024-02-17,15:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,22
401,41,Community Outreach with Student,2024-04-05,10:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,18
402,41,Meet & Greet with Student,2024-06-26,14:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,18
403,41,Meet & Greet with Student,2024-08-15,12:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,23
404,41,Meet & Greet with Student,2024-11-11,15:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,14
405,41,Study Session with Student,2024-12-28,13:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,26
406,41,Community Outreach with Student,2025-01-17,10:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,23
407,41,Guest Lecture with Student,2025-01-21,15:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,17
408,41,Meet & Greet with Student,2025-05-22,17:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,24
409,41,Meet & Greet with Student,2025-10-26,10:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,14
410,41,Hackathon with Student,2025-10-28,15:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,16
411,41,Speaker Night with Student,2025-12-15,16:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,7
412,41,Social with Student,2025-12-16,11:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,24
413,41,Fundraiser with Student,2026-01-28,12:30,A great opportunity for students to engage with Student Government Association/InterClub Council.,9
414,41,Speaker Night with Student,2026-02-18,12:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,19
415,41,Social with Student,2026-04-05,14:00,A great opportunity for students to engage with Student Government Association/InterClub Council.,16
416,42,Fundraiser with Student,2022-05-24,15:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,26
417,42,Game Night with Student,2022-09-27,16:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,6
418,42,Game Night with Student,2022-11-06,11:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,16
419,42,Hackathon with Student,2023-03-05,16:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,27
420,42,Game Night with Student,2023-03-30,15:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,14
421,42,Community Outreach with Student,2023-04-10,10:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,3
422,42,Fundraiser with Student,2023-06-15,14:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,30
423,42,Game Night with Student,2023-09-12,11:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,20
424,42,Study Session with Student,2024-05-10,15:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,17
425,42,Community Outreach with Student,2024-07-02,12:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,34
426,42,Community Outreach with Student,2024-08-24,10:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,8
427,42,Workshop with Student,2025-02-04,15:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,22
428,42,Game Night with Student,2025-07-08,17:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,13
429,42,Meet & Greet with Student,2025-09-22,11:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,9
430,42,Fundraiser with Student,2025-10-19,13:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,18
431,42,Workshop with Student,2025-10-24,11:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,13
432,42,Study Session with Student,2026-01-29,15:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,21
433,42,Guest Lecture with Student,2026-04-19,12:30,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,9
434,42,Hackathon with Student,2026-06-22,14:00,A great opportunity for students to engage with Student Health Information Management Association (SHIMA).,29
435,43,Hackathon with Student,2022-10-06,18:00,A great opportunity for students to engage with Student Nurse Association (SNA).,6
436,43,Study Session with Student,2023-02-04,17:00,A great opportunity for students to engage with Student Nurse Association (SNA).,29
437,43,Workshop with Student,2023-07-09,10:00,A great opportunity for students to engage with Student Nurse Association (SNA).,16
438,43,Hackathon with Student,2024-01-24,12:30,A great opportunity for students to engage with Student Nurse Association (SNA).,1
439,43,Fundraiser with Student,2024-08-23,18:00,A great opportunity for students to engage with Student Nurse Association (SNA).,18
440,43,Game Night with Student,2024-09-15,17:30,A great opportunity for students to engage with Student Nurse Association (SNA).,19
441,43,Speaker Night with Student,2024-12-08,18:00,A great opportunity for students to engage with Student Nurse Association (SNA).,9
442,43,Hackathon with Student,2025-02-22,11:00,A great opportunity for students to engage with Student Nurse Association (SNA).,26
443,44,Workshop with Student,2022-05-01,10:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,9
444,44,Guest Lecture with Student,2022-05-25,16:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,21
445,44,Speaker Night with Student,2022-08-28,11:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,20
446,44,Guest Lecture with Student,2023-02-12,17:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,12
447,44,Fundraiser with Student,2023-08-10,13:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,26
448,44,Social with Student,2023-11-02,18:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,8
449,44,Hackathon with Student,2024-01-12,12:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,3
450,44,Meet & Greet with Student,2024-03-02,11:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,23
451,44,Community Outreach with Student,2024-06-12,17:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,24
452,44,Study Session with Student,2024-11-14,14:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,12
453,44,Community Outreach with Student,2025-03-05,15:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,25
454,44,Study Session with Student,2025-07-22,17:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,15
455,44,Community Outreach with Student,2025-08-13,13:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,19
456,44,Workshop with Student,2025-09-04,14:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,27
457,44,Workshop with Student,2025-10-07,14:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,26
458,44,Workshop with Student,2025-10-24,12:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,20
459,44,Meet & Greet with Student,2025-12-25,10:30,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,21
460,44,Hackathon with Student,2026-01-03,10:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,17
461,44,Hackathon with Student,2026-01-26,17:00,A great opportunity for students to engage with Student Occupational Therapy Assistant Club (SOTA).,7
462,45,Fundraiser with Student,2022-06-27,10:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,35
463,45,Social with Student,2023-09-15,12:00,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,21
464,45,Fundraiser with Student,2024-07-23,10:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,36
465,45,Guest Lecture with Student,2025-02-26,17:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,7
466,45,Community Outreach with Student,2025-04-26,16:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,13
467,45,Meet & Greet with Student,2025-07-26,10:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,16
468,45,Community Outreach with Student,2025-11-28,13:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,25
469,45,Meet & Greet with Student,2026-03-25,11:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,28
470,45,Meet & Greet with Student,2026-04-07,10:00,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,21
471,45,Meet & Greet with Student,2026-04-11,11:00,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,7
472,45,Study Session with Student,2026-04-15,18:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,2
473,45,Community Outreach with Student,2026-05-24,16:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,21
474,45,Community Outreach with Student,2026-05-26,14:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,14
475,45,Meet & Greet with Student,2026-06-07,14:30,A great opportunity for students to engage with Student Physical Therapist Assistant Club (SPTA).,12
