id,club,name,date,time,description,image
292,30,Workshop with Phi,2024-11-30,17:00:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
291,30,Meet & Greet with Phi,2024-09-22,13:00:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
290,30,Study Session with Phi,2024-03-03,14:30:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
289,30,Social with Phi,2024-02-01,18:30:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
288,30,Guest Lecture with Phi,2024-01-21,16:30:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
287,30,Fundraiser with Phi,2023-02-28,16:00:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
286,30,Community Outreach with Phi,2022-11-27,10:00:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
285,30,Meet & Greet with Phi,2022-11-13,14:00:00,A great opportunity for students to engage with Phi Theta Kappa Honor Society.,defaultevent.png
284,29,Community Outreach with Outdoor,2025-11-22,13:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
283,29,Workshop with Outdoor,2025-07-10,16:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
282,29,Study Session with Outdoor,2025-06-17,14:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
281,29,Meet & Greet with Outdoor,2025-05-02,18:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
280,29,Social with Outdoor,2025-02-20,15:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
279,29,Game Night with Outdoor,2025-02-12,10:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
278,29,Workshop with Outdoor,2025-02-10,10:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
277,29,Guest Lecture with Outdoor,2024-11-13,18:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
276,29,Fundraiser with Outdoor,2024-05-27,12:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
275,29,Speaker Night with Outdoor,2024-02-21,15:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
274,29,Community Outreach with Outdoor,2024-02-20,18:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
273,29,Community Outreach with Outdoor,2023-10-06,16:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
272,29,Speaker Night with Outdoor,2023-06-25,15:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
271,29,Study Session with Outdoor,2023-06-16,18:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
270,29,Study Session with Outdoor,2023-02-26,13:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
269,29,Fundraiser with Outdoor,2022-11-29,14:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
268,29,Hackathon with Outdoor,2022-08-11,10:00:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
267,29,Study Session with Outdoor,2022-02-15,16:30:00,A great opportunity for students to engage with Outdoor Adventure Club.,defaultevent.png
266,28,Hackathon with National,2025-12-01,16:00:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
265,28,Meet & Greet with National,2025-07-15,17:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
264,28,Fundraiser with National,2025-07-09,17:00:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
263,28,Hackathon with National,2025-04-28,15:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
262,28,Hackathon with National,2025-04-17,12:00:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
261,28,Game Night with National,2025-03-23,17:00:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
260,28,Meet & Greet with National,2025-01-21,15:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
259,28,Community Outreach with National,2024-12-07,10:00:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
258,28,Guest Lecture with National,2024-09-17,18:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
257,28,Fundraiser with National,2024-09-04,12:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
256,28,Hackathon with National,2022-12-28,12:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
255,28,Meet & Greet with National,2022-07-21,15:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
254,28,Social with National,2022-05-12,15:30:00,A great opportunity for students to engage with National Electrical Contractors Association (NECA).,defaultevent.png
253,27,Study Session with National,2026-02-05,15:30:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
252,27,Community Outreach with National,2025-11-30,12:30:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
251,27,Guest Lecture with National,2025-05-12,17:00:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
250,27,Social with National,2025-03-22,10:00:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
249,27,Meet & Greet with National,2024-11-28,14:30:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
248,27,Guest Lecture with National,2024-10-18,12:30:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
247,27,Workshop with National,2024-01-25,17:30:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
246,27,Meet & Greet with National,2023-12-05,11:30:00,A great opportunity for students to engage with National Association of Black Accountants & Black Business Leaders (NABA).,defaultevent.png
245,26,Meet & Greet with Math,2026-04-28,17:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
244,26,Game Night with Math,2025-10-29,12:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
243,26,Meet & Greet with Math,2025-08-11,13:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
242,26,Social with Math,2025-08-03,14:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
241,26,Fundraiser with Math,2025-04-01,17:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
240,26,Community Outreach with Math,2024-12-10,16:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
239,26,Meet & Greet with Math,2024-11-19,14:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
238,26,Hackathon with Math,2024-10-19,18:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
237,26,Community Outreach with Math,2024-09-29,12:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
236,26,Workshop with Math,2024-08-26,17:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
235,26,Hackathon with Math,2024-06-11,10:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
234,26,Hackathon with Math,2024-01-21,11:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
233,26,Game Night with Math,2024-01-12,16:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
232,26,Community Outreach with Math,2023-03-31,13:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
231,26,Community Outreach with Math,2022-10-21,14:30:00,A great opportunity for students to engage with Math Club.,defaultevent.png
230,26,Fundraiser with Math,2022-06-11,18:00:00,A great opportunity for students to engage with Math Club.,defaultevent.png
229,25,Workshop with Institute,2026-01-10,18:00:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
228,25,Study Session with Institute,2025-11-12,16:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
227,25,Workshop with Institute,2025-09-23,11:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
226,25,Hackathon with Institute,2025-04-19,15:00:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
225,25,Study Session with Institute,2025-02-19,14:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
224,25,Speaker Night with Institute,2024-06-29,13:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
223,25,Speaker Night with Institute,2024-06-10,17:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
222,25,Speaker Night with Institute,2024-01-13,12:00:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
221,25,Meet & Greet with Institute,2023-11-01,13:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
220,25,Fundraiser with Institute,2023-10-02,13:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
219,25,Community Outreach with Institute,2023-10-01,14:00:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
218,25,Fundraiser with Institute,2023-09-29,16:00:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
217,25,Study Session with Institute,2023-09-25,12:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
216,25,Workshop with Institute,2023-08-16,10:00:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
215,25,Community Outreach with Institute,2023-03-31,16:30:00,A great opportunity for students to engage with Institute of Management Accountants (IMA).,defaultevent.png
214,24,Study Session with Institute,2026-04-03,12:30:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
213,24,Speaker Night with Institute,2025-04-19,13:30:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
212,24,Meet & Greet with Institute,2024-06-30,13:00:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
211,24,Study Session with Institute,2024-05-30,10:00:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
210,24,Game Night with Institute,2024-04-06,17:00:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
209,24,Workshop with Institute,2024-02-02,18:00:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
208,24,Workshop with Institute,2023-10-28,10:30:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
207,24,Community Outreach with Institute,2023-09-15,11:00:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
206,24,Social with Institute,2022-12-15,17:00:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
205,24,Study Session with Institute,2022-08-23,16:30:00,A great opportunity for students to engage with Institute of Electrical and Electronic Engineers (IEEE).,defaultevent.png
204,23,Meet & Greet with Human,2025-08-11,10:30:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
203,23,Meet & Greet with Human,2025-03-27,10:00:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
202,23,Workshop with Human,2025-02-07,12:30:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
201,23,Guest Lecture with Human,2024-12-30,17:30:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
200,23,Social with Human,2024-01-29,17:00:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
199,23,Guest Lecture with Human,2023-10-12,18:00:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
198,23,Meet & Greet with Human,2023-10-05,17:30:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
197,23,Guest Lecture with Human,2023-07-05,18:00:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
196,23,Workshop with Human,2023-07-02,13:00:00,A great opportunity for students to engage with Human and Social Services Student Association.,defaultevent.png
195,22,Game Night with High,2026-02-07,14:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
194,22,Hackathon with High,2025-11-22,17:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
193,22,Social with High,2025-10-01,12:30:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
192,22,Speaker Night with High,2025-09-02,17:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
191,22,Study Session with High,2025-07-26,18:30:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
190,22,Workshop with High,2025-04-29,18:30:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
189,22,Speaker Night with High,2025-04-18,18:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
188,22,Guest Lecture with High,2025-01-07,17:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
187,22,Social with High,2024-10-01,10:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
186,22,Meet & Greet with High,2024-09-08,15:30:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
185,22,Study Session with High,2023-08-04,12:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
184,22,Fundraiser with High,2023-07-16,11:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
183,22,Game Night with High,2023-01-23,12:30:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
182,22,Game Night with High,2022-12-14,14:00:00,A great opportunity for students to engage with High Technology Crime Investigation Association (HTCIA).,defaultevent.png
181,21,Study Session with Education,2026-02-17,13:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
180,21,Speaker Night with Education,2026-02-16,16:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
179,21,Workshop with Education,2026-02-03,15:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
178,21,Workshop with Education,2025-10-21,17:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
177,21,Community Outreach with Education,2025-09-12,12:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
176,21,Fundraiser with Education,2025-05-02,11:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
175,21,Guest Lecture with Education,2025-03-13,10:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
174,21,Fundraiser with Education,2025-03-12,13:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
173,21,Hackathon with Education,2024-10-28,15:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
172,21,Study Session with Education,2024-10-22,12:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
171,21,Game Night with Education,2024-10-16,12:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
170,21,Speaker Night with Education,2024-05-18,16:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
169,21,Game Night with Education,2024-04-10,18:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
168,21,Game Night with Education,2023-10-20,12:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
167,21,Fundraiser with Education,2023-09-01,15:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
166,21,Social with Education,2023-08-01,10:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
165,21,Guest Lecture with Education,2023-07-10,10:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
164,21,Speaker Night with Education,2023-06-11,14:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
163,21,Speaker Night with Education,2023-04-06,11:00:00,A great opportunity for students to engage with Education Club.,defaultevent.png
162,21,Guest Lecture with Education,2022-10-31,13:30:00,A great opportunity for students to engage with Education Club.,defaultevent.png
161,20,Community Outreach with Culinary,2026-04-13,17:30:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
160,20,Meet & Greet with Culinary,2026-02-17,14:00:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
159,20,Study Session with Culinary,2026-02-16,16:00:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
158,20,Fundraiser with Culinary,2025-08-13,10:00:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
157,20,Meet & Greet with Culinary,2025-03-02,17:30:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
156,20,Guest Lecture with Culinary,2024-09-12,17:30:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
155,20,Fundraiser with Culinary,2024-07-21,16:30:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
154,20,Workshop with Culinary,2024-04-22,12:30:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
153,20,Social with Culinary,2022-09-28,17:00:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
152,20,Study Session with Culinary,2022-06-22,17:30:00,A great opportunity for students to engage with Culinary Club (Epicurean Society).,defaultevent.png
151,19,Hackathon with CRU,2026-04-23,18:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
150,19,Fundraiser with CRU,2026-04-12,13:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
149,19,Community Outreach with CRU,2026-01-25,12:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
148,19,Community Outreach with CRU,2025-11-01,10:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
147,19,Fundraiser with CRU,2025-09-17,15:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
146,19,Workshop with CRU,2025-08-13,14:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
145,19,Meet & Greet with CRU,2025-03-16,10:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
144,19,Game Night with CRU,2024-12-16,13:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
143,19,Guest Lecture with CRU,2024-10-25,17:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
142,19,Social with CRU,2024-09-08,16:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
141,19,Game Night with CRU,2024-08-29,11:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
140,19,Study Session with CRU,2024-08-01,14:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
139,19,Social with CRU,2024-01-05,14:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
138,19,Hackathon with CRU,2023-08-16,10:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
137,19,Workshop with CRU,2023-06-19,18:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
136,19,Hackathon with CRU,2023-05-28,10:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
135,19,Guest Lecture with CRU,2023-04-07,15:30:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
134,19,Speaker Night with CRU,2022-12-11,16:00:00,A great opportunity for students to engage with CRU (Campus Crusade for Christ).,defaultevent.png
133,18,Study Session with Criminal,2026-06-01,18:00:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
132,18,Speaker Night with Criminal,2025-09-24,12:00:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
131,18,Guest Lecture with Criminal,2025-04-03,14:30:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
130,18,Guest Lecture with Criminal,2024-10-31,15:00:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
129,18,Speaker Night with Criminal,2024-10-29,11:30:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
128,18,Speaker Night with Criminal,2024-05-11,14:30:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
127,18,Meet & Greet with Criminal,2023-12-31,16:30:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
126,18,Guest Lecture with Criminal,2023-08-23,13:30:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
125,18,Community Outreach with Criminal,2023-08-17,10:00:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
124,18,Meet & Greet with Criminal,2023-06-03,17:00:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
123,18,Meet & Greet with Criminal,2022-11-20,18:00:00,A great opportunity for students to engage with Criminal Justice Student Association.,defaultevent.png
122,17,"Hackathon with Cranberries,",2026-06-13,14:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
121,17,"Fundraiser with Cranberries,",2026-05-31,14:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
120,17,"Workshop with Cranberries,",2026-02-06,10:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
119,17,"Study Session with Cranberries,",2025-11-06,13:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
118,17,"Workshop with Cranberries,",2025-05-30,11:00:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
117,17,"Meet & Greet with Cranberries,",2025-05-20,18:00:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
116,17,"Hackathon with Cranberries,",2024-10-22,12:00:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
115,17,"Workshop with Cranberries,",2024-09-06,14:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
114,17,"Social with Cranberries,",2024-04-18,14:00:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
113,17,"Fundraiser with Cranberries,",2024-03-19,11:00:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
112,17,"Community Outreach with Cranberries,",2023-05-17,18:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
111,17,"Study Session with Cranberries,",2023-05-09,16:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
110,17,"Game Night with Cranberries,",2023-04-22,18:30:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
109,17,"Meet & Greet with Cranberries,",2022-08-08,11:00:00,"A great opportunity for students to engage with Cranberries, Baby! (Sketch Comedy Troupe).",defaultevent.png
108,16,Guest Lecture with Comic,2025-10-04,11:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
107,16,Game Night with Comic,2025-09-20,10:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
106,16,Meet & Greet with Comic,2025-08-27,16:00:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
105,16,Meet & Greet with Comic,2025-08-16,14:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
104,16,Speaker Night with Comic,2025-03-22,13:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
103,16,Fundraiser with Comic,2025-01-31,16:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
102,16,Study Session with Comic,2024-05-05,15:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
101,16,Social with Comic,2023-12-22,12:00:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
100,16,Community Outreach with Comic,2022-10-05,15:00:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
99,16,Fundraiser with Comic,2022-09-13,14:00:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
98,16,Fundraiser with Comic,2022-05-03,16:30:00,A great opportunity for students to engage with Comic Book Club.,defaultevent.png
97,15,Meet & Greet with Chemistry,2025-12-23,17:00:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
96,15,Game Night with Chemistry,2025-12-02,16:30:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
95,15,Speaker Night with Chemistry,2025-04-27,15:30:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
94,15,Workshop with Chemistry,2025-04-04,15:00:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
93,15,Speaker Night with Chemistry,2024-12-26,15:00:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
92,15,Fundraiser with Chemistry,2024-06-26,10:30:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
91,15,Workshop with Chemistry,2024-03-26,13:00:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
90,15,Meet & Greet with Chemistry,2024-02-02,12:00:00,A great opportunity for students to engage with Chemistry Club (Stark State College Student Chapter of the American Chemical Society).,defaultevent.png
89,14,Guest Lecture with Between,2025-12-31,16:30:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
88,14,Game Night with Between,2025-11-15,17:00:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
87,14,Community Outreach with Between,2025-10-28,16:30:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
86,14,Workshop with Between,2025-03-07,11:00:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
85,14,Fundraiser with Between,2024-10-18,15:00:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
84,14,Fundraiser with Between,2024-08-19,11:00:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
83,14,Game Night with Between,2024-04-09,10:00:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
82,14,Workshop with Between,2023-07-31,10:30:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
81,14,Meet & Greet with Between,2023-07-27,18:00:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
80,14,Study Session with Between,2023-04-16,10:30:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
79,14,Guest Lecture with Between,2023-03-06,12:30:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
78,14,Hackathon with Between,2022-08-28,10:30:00,A great opportunity for students to engage with Between the Covers Book Club.,defaultevent.png
77,13,Guest Lecture with Beta,2026-04-02,14:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
76,13,Speaker Night with Beta,2025-12-15,17:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
75,13,Game Night with Beta,2025-11-22,15:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
74,13,Community Outreach with Beta,2025-05-08,15:30:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
73,13,Game Night with Beta,2025-01-10,11:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
72,13,Social with Beta,2024-09-20,14:00:00,A great opportunity for students to engage with Beta Beta Beta (Tri Beta) Biological Honor Society.,defaultevent.png
