id,student,event
5546,00102664,405
5545,00101595,405
5544,00101747,404
5543,00103094,404
5542,00100294,404
5541,00102278,404
5540,00104145,404
5539,00102633,404
5538,00102899,404
5537,00102384,404
5536,00101710,404
5535,00100527,404
5534,00102341,404
5533,00104773,404
5532,00102318,404
5531,00100269,404
5530,00101705,403
5529,00101140,403
5528,00102899,403
5527,00101373,403
5526,00102318,403
5525,00104391,403
5524,00101902,403
5523,00103277,403
5522,00102278,403
5521,00100022,403
5520,00104318,403
5519,00102288,403
5518,00104773,403
5517,00100269,403
5516,00104012,403
5515,00102708,403
5514,00103087,403
5513,00103797,403
5512,00102967,403
5511,00102985,403
5510,00102633,403
5509,00101710,403
5508,00100612,403
5507,00102145,403
5506,00102943,403
5505,00104651,403
5504,00101595,403
5503,00103094,403
5502,00101265,403
5501,00104652,403
5500,00101146,403
5499,00102384,403
5498,00102664,403
5497,00103384,403
5496,00104635,402
5495,00104703,402
5494,00104616,402
5493,00100294,402
5492,00104912,401
5491,00104679,401
5490,00103674,401
5489,00102471,401
5488,00105157,401
5487,00104077,401
5486,00100359,401
5485,00103407,401
5484,00101691,401
5483,00101723,401
5482,00100224,401
5481,00104571,401
5480,00100717,401
5479,00104473,401
5478,00104635,401
5477,00104458,401
5476,00104911,401
5475,00102508,401
5474,00101400,401
5473,00102494,401
5472,00100789,400
5471,00104635,400
5470,00102594,400
5469,00105159,400
5468,00102748,400
5467,00104803,400
5466,00102508,400
5465,00103893,400
5464,00104839,400
5463,00101112,400
5462,00103058,400
5461,00102551,400
5460,00101459,400
5459,00102311,399
5458,00101538,399
5457,00104458,399
5456,00100882,399
5455,00102508,399
5454,00100723,399
5453,00101459,399
5452,00101648,398
5451,00100172,398
5450,00100943,398
5449,00102788,398
5448,00103726,398
5447,00105116,398
5446,00100294,398
5445,00100204,398
5444,00104077,398
5443,00102000,398
5442,00104890,398
5441,00100339,398
5440,00104616,398
5439,00102147,398
5438,00103470,398
5437,00102591,398
5436,00101471,398
5435,00102594,398
5434,00105040,398
5433,00103297,398
5432,00101538,397
5431,00103893,397
5430,00101046,397
5429,00102905,397
5428,00104251,397
5427,00103641,397
5426,00103297,397
5425,00100259,397
5424,00101511,397
5423,00101684,397
5422,00102063,396
5421,00104761,396
5420,00102745,396
5419,00101130,396
5418,00102601,396
5417,00102471,396
5416,00103726,396
5415,00101562,396
5414,00100676,396
5413,00103968,396
5412,00102507,396
5411,00101691,396
5410,00102000,396
5409,00104145,396
5408,00100339,396
5407,00103596,396
5406,00103206,396
5405,00102591,396
5404,00104251,396
5403,00102281,396
5402,00102494,396
5401,00103193,395
5400,00100219,395
5399,00102601,395
5398,00102085,395
5397,00100676,395
5396,00104910,395
5395,00102507,395
5394,00103269,395
5393,00101511,395
5392,00100723,395
5391,00101704,395
5390,00104207,395
5389,00101459,395
5388,00100339,395
5387,00100882,395
5386,00103641,395
5385,00104571,395
5384,00100717,395
5383,00101900,395
5382,00100098,395
5381,00104957,395
5380,00104731,395
5379,00104458,395
5378,00101636,395
5377,00104839,395
5376,00104910,394
5375,00103193,394
5374,00105040,394
5373,00104053,394
5372,00103297,394
5371,00103510,394
5370,00102601,394
5369,00102147,394
5368,00100098,394
5367,00104839,394
5366,00101704,394
5365,00102641,394
5364,00101518,394
5363,00102063,393
5362,00100643,393
5361,00103193,393
5360,00104803,393
5359,00102601,393
5358,00103980,393
5357,00102788,393
5356,00102085,393
5355,00100279,393
5354,00101684,393
5353,00102905,393
5352,00103968,393
5351,00102770,393
5350,00103269,393
5349,00101704,393
5348,00103083,393
5347,00100224,393
5346,00100437,393
5345,00102147,393
5344,00104473,393
5343,00101900,393
5342,00100977,393
5341,00103206,393
5340,00104635,393
5339,00101636,393
5338,00104053,393
5337,00102080,393
5336,00102281,393
5335,00104292,393
5334,00104839,393
5333,00102494,393
5332,00102551,393
5331,00104635,392
5330,00104731,392
5329,00102905,392
5328,00104145,392
5327,00100204,392
5326,00103193,392
5325,00104448,392
5324,00104616,392
5323,00100437,392
5322,00104053,392
5321,00104803,392
5320,00103269,392
5319,00104292,392
5318,00102063,392
5317,00101900,392
5316,00102146,392
5315,00102745,391
5314,00104448,391
5313,00101130,391
5312,00103787,391
5311,00105116,391
5310,00100204,391
5309,00101494,391
5308,00103968,391
5307,00102770,391
5306,00103083,391
5305,00100437,391
5304,00100882,391
5303,00101900,391
5302,00100098,391
5301,00102641,391
5300,00100977,391
5299,00102591,391
5298,00104957,391
5297,00104731,391
5296,00101636,391
5295,00104053,391
5294,00100462,391
5293,00102281,391
5292,00104292,391
5291,00100658,390
5290,00104803,390
5289,00100943,390
5288,00103726,390
5287,00103787,390
5286,00100204,390
5285,00103968,390
5284,00102770,390
5283,00100723,390
5282,00100098,390
5281,00102641,390
5280,00100977,390
5279,00104957,390
5278,00104635,390
5277,00100733,390
5276,00101265,390
5275,00100462,390
5274,00104911,390
5273,00104292,390
5272,00104839,390
5271,00100658,389
5270,00103193,389
5269,00102745,389
5268,00104448,389
5267,00100219,389
5266,00103980,389
5265,00101684,389
5264,00103726,389
5263,00103787,389
5262,00105116,389
5261,00100676,389
5260,00102770,389
5259,00103619,389
5258,00102495,389
5257,00104473,389
5256,00100098,389
5255,00102641,389
5254,00102591,389
5253,00104957,389
5252,00104635,389
5251,00101265,389
5250,00104911,389
5249,00100462,389
5248,00102281,389
5247,00104839,389
5246,00104635,388
5245,00103787,388
5244,00100676,388
5243,00104448,388
5242,00102745,388
5241,00100462,388
5240,00100219,388
5239,00103619,388
5238,00104473,388
5237,00100098,388
5236,00102641,388
5235,00103726,388
5234,00101684,388
5233,00101815,387
5232,00103181,387
5231,00103494,387
5230,00101883,387
5229,00104652,386
5228,00100841,386
5227,00101185,386
5226,00100489,386
5225,00101900,386
5224,00101363,386
5223,00105131,385
5222,00101963,385
5221,00101684,385
5220,00102532,384
5219,00103734,383
5218,00100671,383
5217,00105249,383
5216,00105131,383
5215,00101278,383
5214,00100522,383
5213,00105018,383
5212,00102532,382
5211,00104387,382
5210,00104221,382
5209,00102866,382
5208,00104848,382
5207,00101900,382
5206,00102869,382
5205,00104667,382
5204,00105161,382
5203,00104353,382
5202,00104409,381
5201,00101769,381
5200,00100458,381
5199,00100375,381
5198,00104328,381
5197,00105027,381
5196,00104523,381
5195,00101185,381
5194,00101403,381
5193,00101202,381
5192,00102007,381
5191,00103734,380
5190,00102155,380
5189,00103541,380
5188,00105131,380
5187,00100648,380
5186,00104387,380
5185,00103118,380
5184,00100032,380
5183,00101883,380
5182,00100841,380
5181,00103784,380
5180,00102947,380
5179,00102052,380
5178,00100510,380
5177,00103322,380
5176,00100489,380
5175,00104933,380
5174,00100839,380
5173,00103118,379
5172,00102121,379
5171,00103976,379
5170,00105249,379
5169,00101039,379
5168,00103181,379
5167,00100510,379
5166,00101699,379
5165,00101963,379
5164,00104667,379
5163,00100375,379
5162,00103322,379
5161,00103494,379
5160,00104903,379
5159,00100839,379
5158,00102532,379
5157,00102622,379
5156,00100032,379
5155,00103558,379
5154,00104001,379
5153,00102125,379
5152,00105094,379
5151,00101629,378
5150,00104387,378
5149,00101265,378
5148,00100415,378
5147,00101039,378
5146,00101869,378
5145,00100841,378
5144,00103784,378
5143,00102052,378
5142,00104914,378
5141,00100510,378
5140,00101699,378
5139,00102993,378
5138,00104001,378
5137,00103889,378
5136,00100458,377
5135,00100137,377
5134,00103118,377
5133,00101146,377
5132,00100984,377
5131,00103322,377
5130,00103494,377
5129,00105161,377
5128,00102688,377
5127,00104658,376
5126,00100648,376
5125,00103727,376
5124,00101883,376
5123,00105027,376
5122,00103889,376
5121,00101684,376
5120,00101629,376
5119,00104914,376
5118,00101184,376
5117,00100267,376
5116,00100510,376
5115,00101699,376
5114,00101963,376
5113,00102962,376
5112,00104667,376
5111,00102869,376
5110,00105161,376
5109,00102007,376
5108,00104726,376
5107,00100231,376
5106,00101403,376
5105,00103322,376
5104,00103494,376
5103,00104903,376
5102,00100272,376
5101,00100458,376
5100,00102532,376
5099,00103234,376
5098,00103558,376
5097,00105094,376
5096,00103771,375
5095,00100648,375
5094,00104726,375
5093,00100231,375
5092,00105027,375
5091,00102052,375
5090,00101185,375
5089,00102869,375
5088,00103889,375
5087,00104658,374
5086,00100648,374
5085,00103118,374
5084,00101883,374
5083,00105027,374
5082,00103784,374
5081,00105222,374
5080,00103889,374
5079,00101684,374
5078,00101690,374
5077,00100510,374
5076,00101963,374
5075,00101511,374
5074,00100864,374
5073,00102869,374
5072,00105161,374
5071,00102233,374
5070,00100231,374
5069,00100841,374
5068,00101403,374
5067,00103322,374
5066,00104940,374
5065,00104903,374
5064,00100272,374
5063,00100458,374
5062,00101769,374
5061,00102532,374
5060,00100137,374
5059,00100671,374
5058,00103528,374
5057,00101265,374
5056,00100032,374
5055,00101278,374
5054,00103558,374
5053,00101185,374
5052,00104848,374
5051,00102479,373
5050,00104322,373
5049,00102036,373
5048,00100484,372
5047,00100366,372
5046,00104322,371
5045,00102379,371
5044,00102708,371
5043,00103041,371
5042,00102479,371
5041,00101176,371
5040,00103508,371
5039,00100366,371
5038,00103855,371
5037,00102304,371
5036,00104322,370
5035,00102379,370
5034,00103041,370
5033,00101176,370
5032,00102520,370
5031,00100366,370
5030,00100484,370
5029,00102304,370
5028,00101514,369
5027,00103403,369
5026,00104772,368
5025,00102323,367
5024,00104424,367
5023,00105120,367
5022,00101191,367
5021,00103044,366
5020,00103062,366
5019,00102323,366
5018,00102281,366
5017,00102309,366
5016,00100220,366
5015,00103458,366
5014,00105161,366
5013,00103403,366
5012,00104774,366
5011,00104340,365
5010,00101337,365
5009,00101297,365
5008,00102284,365
5007,00103459,365
5006,00103680,365
5005,00104067,365
5004,00103385,365
5003,00102166,365
5002,00101337,364
5001,00104091,364
5000,00103507,364
4999,00104854,364
4998,00100317,364
4997,00105120,364
4996,00104484,364
4995,00104424,364
4994,00104774,364
4993,00104340,364
4992,00103617,364
4991,00101297,364
4990,00101514,364
4989,00100220,364
4988,00101482,364
4987,00100985,364
4986,00104890,364
4985,00105173,364
4984,00104772,364
4983,00103385,364
4982,00104309,364
4981,00103403,364
4980,00103459,364
4979,00102449,364
4978,00103062,364
4977,00103680,364
4976,00102281,364
4975,00103458,364
4974,00101057,364
4973,00100220,363
4972,00102449,363
4971,00103403,363
4970,00104484,363
4969,00101337,362
4968,00102449,362
4967,00103680,362
4966,00100985,362
4965,00103507,362
4964,00104890,362
4963,00105120,362
4962,00100220,362
4961,00103458,362
4960,00103403,362
4959,00104774,362
4958,00104424,362
4957,00103062,362
4956,00102718,361
4955,00103685,361
4954,00101236,361
4953,00101982,361
4952,00101426,360
4951,00105084,360
4950,00102540,360
4949,00101728,360
4948,00103439,359
4947,00103058,359
4946,00101416,359
4945,00100219,359
4944,00104610,358
4943,00101038,358
4942,00101292,358
4941,00103653,357
4940,00103242,357
4939,00103652,357
4938,00101046,357
4937,00101038,356
4936,00103865,356
4935,00102173,356
4934,00102111,356
4933,00103649,356
4932,00104322,354
4931,00102136,354
4930,00101426,354
4929,00102719,354
4928,00103685,354
4927,00104816,354
4926,00100575,353
4925,00101111,353
4924,00105119,353
4923,00100219,353
4922,00102296,353
4921,00103180,353
4920,00101911,353
4919,00104785,353
4918,00103997,353
4917,00104035,353
4916,00100678,353
4915,00104545,353
4914,00103439,353
4913,00103178,353
4912,00101236,353
4911,00101193,353
4910,00105143,353
4909,00104652,353
4908,00101085,353
4907,00103294,353
4906,00101763,353
4905,00103315,352
4904,00100575,352
4903,00104545,352
4902,00101046,352
4901,00104610,352
4900,00102708,352
4899,00102673,352
4898,00103391,352
4897,00103802,352
4896,00103390,352
4895,00101619,352
4894,00102944,352
4893,00102902,352
4892,00104290,352
4891,00102517,351
4890,00103435,351
4889,00100575,351
4888,00101111,351
4887,00100496,351
4886,00105119,351
4885,00101046,351
4884,00103586,351
4883,00103104,351
4882,00104596,351
4881,00103378,351
4880,00103180,351
4879,00103685,351
4878,00103730,351
4877,00103653,351
4876,00102988,351
4875,00100030,351
4874,00103997,351
4873,00102173,351
4872,00104077,351
4871,00100696,351
4870,00101466,351
4869,00104965,351
4868,00104816,351
4867,00102136,351
4866,00104322,351
4865,00101088,351
4864,00103391,351
4863,00103439,351
4862,00101120,351
4861,00102487,351
4860,00104307,351
4859,00101062,351
4858,00105143,351
4857,00102718,351
4856,00105084,351
4855,00103983,351
4854,00100914,351
4853,00102911,351
4852,00101619,351
4851,00101763,351
4850,00101745,351
4849,00100496,350
4848,00103315,350
4847,00100219,350
4846,00102296,350
4845,00103180,350
4844,00103653,350
4843,00102133,350
4842,00103390,350
4841,00101594,350
4840,00103242,350
4839,00102136,350
4838,00103391,350
4837,00101120,350
4836,00101351,350
4835,00102718,350
4834,00103909,350
4833,00101728,350
4832,00103983,350
4831,00104292,350
4830,00103294,350
4829,00101745,350
4828,00100815,349
4827,00103674,349
4826,00102304,349
4825,00102173,349
4824,00100630,349
4823,00100678,349
4822,00101786,349
4821,00104348,349
4820,00103646,349
4819,00104545,349
4818,00102284,349
4817,00102746,349
4816,00103391,349
4815,00102308,349
4814,00105143,349
4813,00102718,349
4812,00105084,349
4811,00100914,349
4810,00101619,349
4809,00101695,349
4808,00100449,348
4807,00104612,348
4806,00100242,348
4805,00100678,348
4804,00103983,348
4803,00102111,348
4802,00103391,348
4801,00104459,348
4800,00104507,348
4799,00103390,348
4798,00103730,348
4797,00101745,348
4796,00104322,347
4795,00104612,347
4794,00100815,347
4793,00101111,347
4792,00102270,347
4791,00100753,347
4790,00102402,347
4789,00103378,347
4788,00100754,347
4787,00103180,347
4786,00103730,347
4785,00103746,347
4784,00102735,347
4783,00101782,347
4782,00104077,347
4781,00103908,347
4780,00103390,347
4779,00104348,347
4778,00103242,347
4777,00101075,347
4776,00103391,347
4775,00103322,347
4774,00103665,347
4773,00102902,347
4772,00102308,347
4771,00104290,347
4770,00100449,347
4769,00105143,347
4768,00100887,347
4767,00101085,347
4766,00104507,347
4765,00103067,347
4764,00101695,347
4763,00103294,347
4762,00103730,346
4761,00103746,346
4760,00102718,346
4759,00100630,346
4758,00104592,346
4757,00101782,346
4756,00104596,346
4755,00103322,346
4754,00102911,346
4753,00101046,346
4752,00101292,346
4751,00101193,346
4750,00100815,345
4749,00101017,345
4748,00100219,345
4747,00100753,345
4746,00103378,345
4745,00101911,345
4744,00103653,345
4743,00102735,345
4742,00104799,345
4741,00102926,345
4740,00101466,345
4739,00102136,345
4738,00104343,345
4737,00104592,345
4736,00104275,345
4735,00103322,345
4734,00104289,345
4733,00103439,345
4732,00101120,345
4731,00102495,345
4730,00104946,345
4729,00103058,345
4728,00102648,345
4727,00102498,345
4726,00100242,345
4725,00102718,345
4724,00105143,345
4723,00100887,345
4722,00100856,345
4721,00100914,345
4720,00104292,345
4719,00104507,345
4718,00102911,345
4717,00101745,345
4716,00103730,344
4715,00104612,344
4714,00100242,344
4713,00101046,344
4712,00101405,344
4711,00103983,344
4710,00100856,344
4709,00100219,344
4708,00104275,344
4707,00100753,344
4706,00101120,344
4705,00104638,344
4704,00101745,344
4703,00103294,344
4702,00101763,344
4701,00104290,344
4700,00103435,343
4699,00104612,343
4698,00101046,343
4697,00100219,343
4696,00103053,343
4695,00104638,343
4694,00102402,343
4693,00103730,343
4692,00101782,343
4691,00104077,343
4690,00103908,343
4689,00104545,343
4688,00103865,343
4687,00104592,343
4686,00102495,343
4685,00103439,343
4684,00104289,343
4683,00101120,343
4682,00103322,343
4681,00103058,343
4680,00100914,343
4679,00101619,343
4678,00104507,343
4677,00103067,343
4676,00101010,343
4675,00101763,343
4674,00103435,342
4673,00105143,342
4672,00101046,342
4671,00101405,342
4670,00104289,342
4669,00103439,342
4668,00104507,342
4667,00103322,342
4666,00103390,342
4665,00103067,342
4664,00101763,342
4663,00103435,341
4662,00101017,341
4661,00101046,341
4660,00104638,341
4659,00100972,341
4658,00101405,341
4657,00104799,341
4656,00104077,341
4655,00103390,341
4654,00103908,341
4653,00104545,341
4652,00104275,341
4651,00101111,341
4650,00103439,341
4649,00101120,341
4648,00103322,341
4647,00104946,341
4646,00102498,341
4645,00104290,341
4644,00101619,341
4643,00102911,341
4642,00103067,341
4641,00101010,341
4640,00104545,340
4639,00101111,340
4638,00101046,340
4637,00104799,340
4636,00103053,340
4635,00104275,340
4634,00101120,340
4633,00103322,340
4632,00101619,340
4631,00104638,340
4630,00102911,340
4629,00103908,340
4628,00101075,340
4627,00104946,340
4626,00101193,340
4625,00102498,340
4624,00104290,340
4623,00100686,339
4622,00103451,339
4621,00101923,339
4620,00103517,339
4619,00100057,338
4618,00103083,338
4617,00103451,338
4616,00101659,338
4615,00103140,338
4614,00104094,338
4613,00101292,338
4612,00104144,337
4611,00101438,337
4610,00103451,337
4609,00101923,337
4608,00101333,337
4607,00104633,337
4606,00101659,337
4605,00104334,337
4604,00100304,336
4603,00104499,336
4602,00104144,336
4601,00105093,336
4600,00100411,336
4599,00101813,336
4598,00104633,336
4597,00101937,336
4596,00103205,336
4595,00104513,336
4594,00100952,336
4593,00104489,336
4592,00101475,336
4591,00102103,335
4590,00101813,335
4589,00100198,335
4588,00101097,335
4587,00103517,335
4586,00101937,335
4585,00101475,335
4584,00100057,335
4583,00104633,335
4582,00103140,335
4581,00104094,335
4580,00104499,335
4579,00103451,335
4578,00101659,335
4577,00101620,335
4576,00102245,335
4575,00101651,335
4574,00104493,335
4573,00102238,335
4572,00100952,335
4571,00104499,334
4570,00100198,334
4569,00103193,334
4568,00102245,334
4567,00101651,334
4566,00103451,334
4565,00104633,334
4564,00101659,334
4563,00101620,334
4562,00104236,334
4561,00103205,334
4560,00100952,334
4559,00101873,334
4558,00104689,333
4557,00101620,333
4556,00104094,333
4555,00104513,333
4554,00100952,333
4553,00102744,333
4552,00100198,332
4551,00102245,332
4550,00103451,332
4549,00101651,332
4548,00103517,332
4547,00102238,332
4546,00101659,332
4545,00101620,332
4544,00104334,332
4543,00104094,332
4542,00100952,332
4541,00102744,332
4540,00101873,332
4539,00100198,331
4538,00101651,331
4537,00104334,331
4536,00104094,331
4535,00100952,331
4534,00102744,331
4533,00102601,330
4532,00101946,329
4531,00100385,329
4530,00102172,329
4529,00101460,329
4528,00105213,328
4527,00100025,328
4526,00101946,327
4525,00105127,327
4524,00104054,327
4523,00100137,326
4522,00101460,326
4521,00103250,326
4520,00101111,326
4519,00101219,326
4518,00101694,325
4517,00105146,325
4516,00101017,325
4515,00105198,325
4514,00103349,325
4513,00100385,325
4512,00101365,325
4511,00100349,325
4510,00102106,325
4509,00103817,325
4508,00101542,325
4507,00102580,325
4506,00102526,325
4505,00103972,325
4504,00104007,325
4503,00101290,325
4502,00101946,325
4501,00102303,325
4500,00100510,325
4499,00100446,325
4498,00101417,325
4497,00104890,325
4496,00104432,325
4495,00103477,325
4494,00102418,325
4493,00102021,325
4492,00100459,325
4491,00100399,325
4490,00100532,325
4489,00103952,325
4488,00103270,325
4487,00102245,325
4486,00102006,325
4485,00103983,325
4484,00104822,325
4483,00101806,325
4482,00102845,325
4481,00102878,325
4480,00101694,324
4479,00103203,324
4478,00104707,324
4477,00105062,324
4476,00102138,324
4475,00103817,324
4474,00104097,324
4473,00101748,324
4472,00103955,324
4471,00101290,324
4470,00100418,324
4469,00102303,324
4468,00100025,324
4467,00104704,324
4466,00103477,324
4465,00100137,324
4464,00100373,324
4463,00105156,324
4462,00103952,324
4461,00103270,324
4460,00103592,324
4459,00101829,324
4458,00102510,324
4457,00100827,324
4456,00104841,324
4455,00102006,324
4454,00103250,324
4453,00100246,324
4452,00101767,324
4451,00101555,324
4450,00100026,324
4449,00103952,323
4448,00101694,323
4447,00104841,323
4446,00101520,323
4445,00101692,323
4444,00100270,323
4443,00103477,323
4442,00102006,323
4441,00100418,323
4440,00103983,323
4439,00101806,323
4438,00101417,323
4437,00101373,323
4436,00100527,323
4435,00101597,323
4434,00101017,322
4433,00102878,322
4432,00101578,322
4431,00101373,322
4430,00104331,322
4429,00104097,322
4428,00104007,322
4427,00102114,322
4426,00100510,322
4425,00103269,322
4424,00105213,322
4423,00103449,322
4422,00102129,322
4421,00101949,322
4420,00100373,322
4419,00102245,322
4418,00103250,322
4417,00101767,322
4416,00104994,322
4415,00103952,321
4414,00105213,321
4413,00103449,321
4412,00104007,321
4411,00100827,321
4410,00101829,321
4409,00104841,321
4408,00103349,321
4407,00100270,321
4406,00102510,321
4405,00101237,321
4404,00100232,320
4403,00103955,320
4402,00103349,320
4401,00104716,320
4400,00100316,320
4399,00100510,320
4398,00102601,320
4397,00101237,320
4396,00100399,320
4395,00104331,320
4394,00103318,320
4393,00103592,320
4392,00100532,320
4391,00101748,320
4390,00102878,319
4389,00101365,319
4388,00100349,319
4387,00101578,319
4386,00101290,319
4385,00100294,319
4384,00101825,319
4383,00103269,319
4382,00102129,319
4381,00100399,319
4380,00103012,319
4379,00103952,319
4378,00101460,319
4377,00104841,319
4376,00102006,319
4375,00103250,319
4374,00101237,319
4373,00100026,319
4372,00104994,319
4371,00105146,318
4370,00102216,318
4369,00101825,318
4368,00105062,318
4367,00102601,318
4366,00101542,318
4365,00101748,318
4364,00103955,318
4363,00101290,318
4362,00100294,318
4361,00100418,318
4360,00100316,318
4359,00100510,318
4358,00101569,318
4357,00102805,318
4356,00100266,318
4355,00103449,318
4354,00101986,318
4353,00101692,318
4352,00102129,318
4351,00103012,318
4350,00101460,318
4349,00100270,318
4348,00105021,318
4347,00100026,318
4346,00101597,318
4345,00101194,318
4344,00101520,317
4343,00101825,317
4342,00100349,317
4341,00105062,317
4340,00104331,317
4339,00101748,317
4338,00103955,317
4337,00100418,317
4336,00100510,317
4335,00103269,317
4334,00102805,317
4333,00101986,317
4332,00105127,317
4331,00102129,317
4330,00103318,317
4329,00103012,317
4328,00100373,317
4327,00101829,317
4326,00100270,317
4325,00103250,317
4324,00101662,317
4323,00101237,317
4322,00100026,317
4321,00102878,317
4320,00101194,317
4319,00105146,316
4318,00101290,316
4317,00102878,316
4316,00101662,316
4315,00103269,316
4314,00101237,316
4313,00104331,316
4312,00101194,316
4311,00100373,316
4310,00101748,316
4309,00103449,315
4308,00103955,315
4307,00100270,315
4306,00100349,315
4305,00105127,315
4304,00105062,315
4303,00103269,315
4302,00101237,315
4301,00105021,315
4300,00104331,315
4299,00103318,315
4298,00101194,315
4297,00103012,315
4296,00100373,315
4295,00101748,315
4294,00100006,314
4293,00100168,314
4292,00102750,314
4291,00100403,314
4290,00103194,313
4289,00101985,313
4288,00102819,313
4287,00100433,313
4286,00100318,312
4285,00104975,312
4284,00102832,312
4283,00104305,312
4282,00101594,312
4281,00100028,311
4280,00101307,311
4279,00102870,311
4278,00102179,311
4277,00104350,311
4276,00103497,311
4275,00104525,311
4274,00104340,311
4273,00105122,311
4272,00102750,311
4271,00100447,311
4270,00104224,311
4269,00100168,311
4268,00101594,311
4267,00102734,311
4266,00102343,311
4265,00105183,311
4264,00101807,311
4263,00103503,311
4262,00100102,311
4261,00101086,311
4260,00102784,311
4259,00105228,311
4258,00103194,311
4257,00100597,311
4256,00103952,310
4255,00104978,310
4254,00100006,310
4253,00103194,310
4252,00102179,310
4251,00104224,310
4250,00100559,310
4249,00101229,310
4248,00102832,310
4247,00100597,310
4246,00100433,310
4245,00103952,309
4244,00102343,309
4243,00103904,309
4242,00104896,309
4241,00100447,309
4240,00104823,309
4239,00101816,309
4238,00103497,309
4237,00102277,308
4236,00103171,308
4235,00103966,308
4234,00100006,308
4233,00100963,308
4232,00101098,308
4231,00104302,308
4230,00104525,308
4229,00104305,308
4228,00100168,308
4227,00101816,308
4226,00100433,308
4225,00102734,308
4224,00102600,307
4223,00104340,307
4222,00104163,307
4221,00105183,307
4220,00100006,307
4219,00100963,307
4218,00100366,307
4217,00103947,307
4216,00104896,307
4215,00105228,307
4214,00104194,307
4213,00103548,307
4212,00104122,307
4211,00101859,306
4210,00103904,306
4209,00103966,306
4208,00100006,306
4207,00100366,306
4206,00102784,306
4205,00105228,306
4204,00104194,306
4203,00103194,306
4202,00103461,306
4201,00100447,306
4200,00104224,306
4199,00102447,306
4198,00103708,306
4197,00102363,306
4196,00102734,306
4195,00100433,306
4194,00103904,305
4193,00100481,305
4192,00104896,305
4191,00100366,305
4190,00103947,305
4189,00102179,305
4188,00101985,305
4187,00100602,305
4186,00104163,305
4185,00100403,305
4184,00100447,305
4183,00102832,305
4182,00100168,305
4181,00103708,305
4180,00103171,305
4179,00100387,305
4178,00105183,305
4177,00102838,305
4176,00102147,305
4175,00105035,305
4174,00102843,305
4173,00103966,305
4172,00100102,305
4171,00100006,305
4170,00103194,305
4169,00104305,305
4168,00102363,305
4167,00103952,304
4166,00103171,304
4165,00104163,304
4164,00103904,304
4163,00100102,304
4162,00100006,304
4161,00102784,304
4160,00105228,304
4159,00100366,304
4158,00103947,304
4157,00102838,304
4156,00100602,304
4155,00102147,304
4154,00104224,304
4153,00101985,304
4152,00105183,304
4151,00102832,304
4150,00103708,304
4149,00103952,303
4148,00100602,303
4147,00103171,303
4146,00100102,303
4145,00100006,303
4144,00100366,303
4143,00105228,303
4142,00104896,303
4141,00103947,303
4140,00102838,303
4139,00100447,303
4138,00105183,303
4137,00102832,303
4136,00102363,303
4135,00104401,302
4134,00101036,302
4133,00102321,302
4132,00102281,302
4131,00100532,302
4130,00100532,301
4129,00101409,300
4128,00102183,300
4127,00100267,300
4126,00100041,300
4125,00103878,300
4124,00104599,300
4123,00102582,300
4122,00101449,299
4121,00100167,299
4120,00101717,299
4119,00104630,299
4118,00104342,299
4117,00104530,299
4116,00102946,299
4115,00103570,299
4114,00100908,299
4113,00101380,298
4112,00102920,298
4111,00102603,298
4110,00103809,298
4109,00100936,298
4108,00104440,298
4107,00101012,298
4106,00100279,298
4105,00100176,298
4104,00105234,298
4103,00105034,298
4102,00104362,297
4101,00104931,297
4100,00104630,297
4099,00105051,297
4098,00102321,297
4097,00102356,297
4096,00102281,297
4095,00104286,297
4094,00100521,297
4093,00101901,297
4092,00105247,297
4091,00102155,297
4090,00101167,297
4089,00103878,297
4088,00103203,296
4087,00100866,296
4086,00103852,296
4085,00104440,296
4084,00104966,296
4083,00102569,296
4082,00100167,296
4081,00105026,296
4080,00102750,296
4079,00103208,296
4078,00104134,296
4077,00102240,296
4076,00100714,296
4075,00104750,296
4074,00104931,296
4073,00104313,296
4072,00104299,296
4071,00102965,296
4070,00102636,296
4069,00100901,296
4068,00104362,295
4067,00102750,295
4066,00104881,295
4065,00104908,295
4064,00102600,295
4063,00101525,295
4062,00101761,295
4061,00104702,295
4060,00103451,295
4059,00102603,295
4058,00103203,295
4057,00103570,295
4056,00102804,295
4055,00102206,295
4054,00100908,295
4053,00104419,295
4052,00102580,295
4051,00103767,294
4050,00103315,294
4049,00102138,294
4048,00103054,294
4047,00102946,294
4046,00104440,294
4045,00104653,294
4044,00102580,294
4043,00101629,294
4042,00104131,294
4041,00104450,294
4040,00100167,294
4039,00105026,294
4038,00104881,294
4037,00103275,294
4036,00102600,294
4035,00104945,294
4034,00104359,294
4033,00100950,294
4032,00102108,294
4031,00101333,294
4030,00101511,294
4029,00101215,294
4028,00100654,294
4027,00103658,294
4026,00103451,294
4025,00101025,294
4024,00105247,294
4023,00103941,294
4022,00104362,294
4021,00102183,294
4020,00104630,294
4019,00102245,294
4018,00104821,294
4017,00105244,294
4016,00102332,294
4015,00103910,294
4014,00100176,294
4013,00105234,294
4012,00100866,293
4011,00103852,293
4010,00101213,293
4009,00102138,293
4008,00103054,293
4007,00103010,293
4006,00101122,293
4005,00101409,293
4004,00100312,293
4003,00104359,293
4002,00104530,293
4001,00102108,293
4000,00101215,293
3999,00105051,293
3998,00104114,293
3997,00103439,293
3996,00103878,293
3995,00100532,293
3994,00102603,293
3993,00100124,293
